State,StateFIPS,CountyFIPS,AreaName,income_001,incomeA_001,incomeB_001,incomeC_001,incomeD_001,incomeE_001,incomeF_001,incomeG_001,incomeH_001,incomeI_001
IN,18,031,"Decatur County, Indiana",49799,49314,37059,.,57352,.,.,NA,49397,NA
IN,18,033,"DeKalb County, Indiana",48341,48097,NA,NA,61354,.,71563,67500,48397,34777
IN,18,035,"Delaware County, Indiana",38830,40362,25152,15870,15987,.,29091,21776,40478,28313
IN,18,037,"Dubois County, Indiana",53513,54508,.,.,NA,.,25701,NA,54943,27166
IN,18,039,"Elkhart County, Indiana",47913,49448,22094,49922,66944,.,46360,42629,50655,40256
IN,18,041,"Fayette County, Indiana",39379,40301,29402,.,40481,.,NA,NA,40384,22138
IN,18,043,"Floyd County, Indiana",54914,57181,22254,28382,63125,.,24554,38553,57191,48409
IN,18,045,"Fountain County, Indiana",46760,47100,NA,NA,.,.,.,NA,47413,43462
IN,18,047,"Franklin County, Indiana",51748,51579,.,.,.,.,.,.,51588,58977
IN,18,049,"Fulton County, Indiana",45332,45206,70972,NA,.,.,45954,.,45353,44792
IN,18,051,"Gibson County, Indiana",48303,48964,33889,.,.,.,82237,23750,49156,NA
IN,18,053,"Grant County, Indiana",40294,41915,24351,23203,35677,.,NA,35694,41991,38021
IN,18,055,"Greene County, Indiana",45397,45665,.,.,NA,.,.,27292,45714,40385
IN,18,057,"Hamilton County, Indiana",86222,86143,68029,67063,104491,.,49781,100735,86254,66445
IN,18,059,"Hancock County, Indiana",66606,66779,NA,NA,88700,.,.,90160,66510,72202
IN,18,061,"Harrison County, Indiana",52128,52081,114278,.,NA,.,.,NA,51838,68833
IN,18,063,"Hendricks County, Indiana",70163,70927,64035,30408,61121,.,NA,60823,71384,54239
IN,18,065,"Henry County, Indiana",41855,42009,NA,58036,NA,.,.,NA,42085,35208
IN,18,067,"Howard County, Indiana",44226,46114,21813,NA,46964,.,61354,35521,46166,41332
IN,18,069,"Huntington County, Indiana",46945,46941,NA,78125,60650,.,NA,57105,47203,32083
IN,18,071,"Jackson County, Indiana",47000,47824,NA,20000,90033,.,28618,40897,48356,28243
IN,18,073,"Jasper County, Indiana",55374,55925,42014,.,.,.,NA,75391,55640,53478
IN,18,075,"Jay County, Indiana",41021,40993,.,30750,120521,.,.,NA,41328,NA
IN,18,077,"Jefferson County, Indiana",45718,45900,40441,.,50938,.,23852,40938,45841,45060
IN,18,079,"Jennings County, Indiana",44736,45379,19750,.,26250,.,.,.,45302,NA
IN,18,081,"Johnson County, Indiana",62147,62622,69279,47039,66106,.,43309,42691,62976,26880
IN,18,083,"Knox County, Indiana",42725,43270,36477,.,NA,.,NA,108537,43418,33646
IN,18,085,"Kosciusko County, Indiana",52821,53105,48650,NA,82177,.,40167,68315,53347,46228
IN,18,087,"LaGrange County, Indiana",49964,49958,.,40469,NA,.,.,34583,50393,40170
IN,18,089,"Lake County, Indiana",50135,58970,31299,53828,74844,NA,42903,42366,59572,47355
IN,18,091,"LaPorte County, Indiana",46872,50346,25071,35505,32152,.,41182,34803,50625,39933
IN,18,093,"Lawrence County, Indiana",45875,46347,.,NA,NA,.,NA,20795,46432,27054
IN,18,095,"Madison County, Indiana",44195,45970,30488,NA,22361,.,24167,23990,46178,27417
IN,18,097,"Marion County, Indiana",42168,49931,30508,35283,47899,22470,28130,35847,51067,29004
IN,18,099,"Marshall County, Indiana",48485,48479,NA,89271,NA,.,39506,41458,49130,39316
IN,18,101,"Martin County, Indiana",44589,45671,.,.,.,.,.,2499,45539,.
IN,18,103,"Miami County, Indiana",45184,45321,64964,38750,.,.,36324,90625,45505,38333
IN,18,105,"Monroe County, Indiana",42404,45342,21604,43701,15759,.,45442,28922,45566,35156
IN,18,107,"Montgomery County, Indiana",48213,48202,50645,NA,105859,.,87989,23021,48476,32120
IN,18,109,"Morgan County, Indiana",55432,55947,NA,.,NA,.,NA,40357,55982,40000
IN,18,111,"Newton County, Indiana",46895,46868,.,.,.,.,NA,43750,46196,54357
IN,18,113,"Noble County, Indiana",49331,49246,.,95288,NA,.,76042,39306,49893,42721
IN,18,115,"Ohio County, Indiana",48780,48601,.,.,.,.,.,.,48601,.
IN,18,117,"Orange County, Indiana",39812,39888,NA,.,.,.,.,31071,39994,.
IN,18,119,"Owen County, Indiana",43948,44024,.,.,.,.,.,45625,44056,NA
IN,18,121,"Parke County, Indiana",40781,41169,.,.,.,.,28750,NA,41263,21607
IN,18,123,"Perry County, Indiana",47470,48240,21225,.,NA,.,.,NA,48328,NA
IN,18,125,"Pike County, Indiana",44399,44620,.,.,.,.,.,30000,44620,.
IN,18,127,"Porter County, Indiana",63926,64594,42720,NA,80938,.,41250,68698,64708,62785
IN,18,129,"Posey County, Indiana",58101,59167,54306,.,.,.,.,NA,59337,.
IN,18,131,"Pulaski County, Indiana",43836,44138,15833,.,.,.,NA,38906,44232,32232
IN,18,133,"Putnam County, Indiana",51355,51613,45089,NA,73194,.,.,NA,51641,NA
IN,18,135,"Randolph County, Indiana",40810,41008,45000,.,.,.,14327,31917,41067,31857
IN,18,137,"Ripley County, Indiana",51170,51376,.,NA,.,.,.,NA,51294,51500
IN,18,139,"Rush County, Indiana",45121,45833,30153,.,.,.,.,NA,45616,NA
IN,18,141,"St. Joseph County, Indiana",45471,49959,23364,26769,53302,81713,33920,32147,50310,37091
IN,18,143,"Scott County, Indiana",44442,44526,.,.,.,.,.,NA,44614,NA
IN,18,145,"Shelby County, Indiana",53584,54330,23872,.,100139,.,33309,53975,54246,42326
IN,18,147,"Spencer County, Indiana",55247,55317,55625,NA,.,.,NA,.,55480,NA
IN,18,149,"Starke County, Indiana",42208,43110,.,.,55833,.,36444,33846,43380,35827
IN,18,151,"Steuben County, Indiana",48472,48554,.,70625,55278,.,.,38125,48733,46130
IN,18,153,"Sullivan County, Indiana",45023,45018,.,NA,.,.,.,NA,45089,NA
IN,18,155,"Switzerland County, Indiana",44061,43626,64250,.,.,.,.,NA,43626,.
IN,18,157,"Tippecanoe County, Indiana",45932,49335,19199,71071,21343,.,43200,32796,49935,40556
IN,18,159,"Tipton County, Indiana",51613,51935,.,.,.,.,.,43667,51901,NA
IN,18,161,"Union County, Indiana",44277,44818,.,.,.,.,.,NA,44818,.
IN,18,163,"Vanderburgh County, Indiana",43046,46584,21430,23854,44797,.,46818,31976,46628,39545
IN,18,165,"Vermillion County, Indiana",43600,43728,.,NA,NA,.,.,NA,43911,29280
IN,18,167,"Vigo County, Indiana",40313,41000,24240,45956,51364,.,45216,40278,41049,36576
IN,18,169,"Wabash County, Indiana",45649,45263,.,59231,NA,.,56723,55987,45165,50870
IN,18,171,"Warren County, Indiana",56042,56222,.,.,.,.,.,21000,56097,95938
IN,18,173,"Warrick County, Indiana",62185,62256,49500,23830,NA,.,.,70259,62465,43295
IN,18,175,"Washington County, Indiana",41289,41920,.,.,.,.,.,13412,41941,NA
IN,18,177,"Wayne County, Indiana",38494,39232,28188,.,NA,.,26799,27500,39214,27270
IN,18,179,"Wells County, Indiana",51101,51730,38167,NA,NA,.,14306,38750,51822,30523
IN,18,181,"White County, Indiana",52154,52199,.,.,.,.,55448,41875,52957,40194
IN,18,183,"Whitley County, Indiana",54389,54561,.,67917,35833,.,.,28625,54755,NA
KS,20,001,"Allen County, Kansas",38698,39505,38482,20833,.,.,18068,19896,39465,39500
KS,20,003,"Anderson County, Kansas",40696,40370,.,81200,.,.,.,NA,40413,.
KS,20,005,"Atchison County, Kansas",43581,44353,22375,NA,.,.,.,49250,44390,NA
KS,20,007,"Barber County, Kansas",51811,51658,.,.,.,.,.,77500,51531,65938
KS,20,009,"Barton County, Kansas",44013,45325,22326,18958,.,.,32419,25962,48049,22247
KS,20,011,"Bourbon County, Kansas",38280,39231,NA,NA,62344,.,.,15313,39191,40250
KS,20,013,"Brown County, Kansas",43724,45619,32366,30268,48125,.,.,41591,45975,30119
KS,20,015,"Butler County, Kansas",58897,58928,NA,19487,77460,.,39276,46705,59116,58136
KS,20,017,"Chase County, Kansas",38707,39655,.,.,.,.,.,NA,39310,58333
KS,20,019,"Chautauqua County, Kansas",37993,39079,.,NA,.,.,.,26500,38849,73125
KS,20,021,"Cherokee County, Kansas",41388,41126,.,51393,.,.,.,NA,41048,71528
KS,20,023,"Cheyenne County, Kansas",44500,43875,.,.,.,.,NA,.,45417,25893
KS,20,025,"Clark County, Kansas",42589,42589,.,.,.,.,.,.,45298,38393
KS,20,027,"Clay County, Kansas",52066,52293,.,75278,.,.,.,NA,52446,NA
KS,20,029,"Cloud County, Kansas",39282,39421,.,.,.,.,.,9063,39699,NA
KS,20,031,"Coffey County, Kansas",57433,56964,.,70682,.,.,.,NA,57807,NA
KS,20,033,"Comanche County, Kansas",45288,46010,.,.,.,.,.,.,45577,NA
KS,20,035,"Cowley County, Kansas",43860,43915,45347,41875,61200,.,NA,42083,43881,38750
KS,20,037,"Crawford County, Kansas",36534,37157,31500,NA,2499,.,NA,29000,37313,29961
KS,20,039,"Decatur County, Kansas",40657,40833,.,.,.,.,.,.,40795,.
KS,20,041,"Dickinson County, Kansas",49096,49245,.,110543,.,.,NA,NA,49352,45903
KS,20,043,"Doniphan County, Kansas",47209,49209,18182,36083,.,.,.,29688,50010,33750
KS,20,045,"Douglas County, Kansas",50939,52173,38934,60144,29554,.,NA,42022,52656,39315
KS,20,047,"Edwards County, Kansas",47303,48139,.,.,.,.,29375,19063,49500,36154
KS,20,049,"Elk County, Kansas",36458,36111,.,NA,.,.,.,49250,36042,63611
KS,20,051,"Ellis County, Kansas",45579,47280,NA,.,2499,.,.,NA,47420,25263
KS,20,053,"Ellsworth County, Kansas",47736,48615,.,NA,.,.,90341,30625,48750,50208
KS,20,055,"Finney County, Kansas",49227,52302,29522,26458,48732,.,39665,38750,56229,44520
KS,20,057,"Ford County, Kansas",50777,51687,21447,55682,27895,.,49107,46786,58790,44796
KS,20,059,"Franklin County, Kansas",51081,52234,NA,NA,NA,.,31250,97955,52343,30302
KS,20,061,"Geary County, Kansas",43992,43804,46568,44583,41641,NA,43281,34583,44691,32679
KS,20,063,"Gove County, Kansas",46364,46288,.,NA,.,.,.,59375,46515,NA
KS,20,065,"Graham County, Kansas",43826,46964,31250,.,.,.,.,33854,47361,46250
KS,20,067,"Grant County, Kansas",55432,57924,.,.,.,.,45846,.,56012,53988
KS,20,069,"Gray County, Kansas",61000,60318,.,.,.,.,NA,72857,62193,42656
KS,20,071,"Greeley County, Kansas",47750,46776,.,.,.,.,.,.,48083,35000
KS,20,073,"Greenwood County, Kansas",38838,38914,.,NA,.,.,.,43958,39153,NA
KS,20,075,"Hamilton County, Kansas",45114,48344,.,.,.,.,32011,26250,55114,32208
KS,20,077,"Harper County, Kansas",43973,43438,.,60417,.,.,.,NA,46364,NA
KS,20,079,"Harvey County, Kansas",51327,51911,NA,NA,NA,.,65250,31920,54672,39245
KS,20,081,"Haskell County, Kansas",56484,60306,.,46250,.,.,35568,.,63875,37067
KS,20,083,"Hodgeman County, Kansas",54856,54471,.,.,.,.,.,.,54563,54167
KS,20,085,"Jackson County, Kansas",54077,56259,37188,27750,51339,.,.,36625,56204,41250
KS,20,087,"Jefferson County, Kansas",57236,57274,.,70192,.,.,.,57708,57251,38750
KS,20,089,"Jewell County, Kansas",40553,40865,.,42500,.,.,.,NA,40986,29250
KS,20,091,"Johnson County, Kansas",76113,77708,48930,72500,90328,87679,46616,53261,79666,46167
KS,20,093,"Kearny County, Kansas",50506,59479,.,.,.,.,40357,48750,55500,46429
KS,20,095,"Kingman County, Kansas",50844,50812,.,41071,.,.,.,61023,51412,29135
KS,20,097,"Kiowa County, Kansas",43963,43628,.,48750,.,.,.,55833,43424,43889
KS,20,099,"Labette County, Kansas",41439,42522,17328,36964,.,.,8382,54417,43551,25500
KS,20,101,"Lane County, Kansas",56507,56728,.,.,.,.,.,.,56581,NA
KS,20,103,"Leavenworth County, Kansas",63726,65978,49443,62292,92727,105813,19000,27378,65991,62431
KS,20,105,"Lincoln County, Kansas",44276,43684,.,.,.,.,.,.,44276,18438
KS,20,107,"Linn County, Kansas",46964,46867,56316,75441,.,.,.,14750,47289,24282
KS,20,109,"Logan County, Kansas",46875,49091,.,.,.,.,.,28512,47670,76250
KS,20,111,"Lyon County, Kansas",40021,41085,NA,31442,24750,.,40172,21087,41142,38903
KS,20,113,"McPherson County, Kansas",56128,56393,NA,52039,41228,.,60682,67750,56598,57692
KS,20,115,"Marion County, Kansas",45927,46554,45714,29559,.,.,.,NA,46476,NA
KS,20,117,"Marshall County, Kansas",45374,45465,.,.,.,.,.,37917,45974,43542
KS,20,119,"Meade County, Kansas",52250,53025,.,.,NA,.,39138,.,53354,39792
KS,20,121,"Miami County, Kansas",60966,61602,43971,NA,2499,.,.,50556,62045,55885
KS,20,123,"Mitchell County, Kansas",48217,48975,.,.,.,.,.,.,49365,14000
KS,20,125,"Montgomery County, Kansas",41083,42705,15932,37470,NA,.,40982,40598,42837,34886
KS,20,127,"Morris County, Kansas",47089,47743,.,.,.,.,.,NA,47738,46250
KS,20,129,"Morton County, Kansas",46028,47306,.,.,.,.,41917,16515,48281,42097
KS,20,131,"Nemaha County, Kansas",48653,49292,28523,21875,.,.,.,NA,49208,53281
KS,20,133,"Neosho County, Kansas",43195,43450,NA,NA,.,.,50909,40625,43869,24583
KS,20,135,"Ness County, Kansas",44904,44778,.,.,.,.,48750,.,47292,32788
KS,20,137,"Norton County, Kansas",47852,47542,.,.,.,.,.,NA,48042,NA
KS,20,139,"Osage County, Kansas",49915,50514,.,NA,.,.,.,43229,50894,40060
KS,20,141,"Osborne County, Kansas",40216,39844,.,.,.,.,.,.,39805,NA
KS,20,143,"Ottawa County, Kansas",52479,53021,.,.,.,.,83750,NA,52803,67596
KS,20,145,"Pawnee County, Kansas",43250,43844,NA,.,.,.,22955,NA,43672,NA
KS,20,147,"Phillips County, Kansas",44170,44236,.,43750,.,.,.,NA,44261,43295
KS,20,149,"Pottawatomie County, Kansas",60216,60330,88780,71912,51591,.,.,55833,61402,41500
KS,20,151,"Pratt County, Kansas",49550,51250,.,NA,.,.,.,9231,51349,46894
KS,20,153,"Rawlins County, Kansas",41579,41480,.,.,.,.,.,NA,41776,NA
KS,20,155,"Reno County, Kansas",45288,45391,51612,50750,65750,.,32192,39438,45452,39123
KS,20,157,"Republic County, Kansas",40449,40740,.,.,.,.,.,31719,40680,55250
KS,20,159,"Rice County, Kansas",48460,49547,23947,46667,2499,.,53563,NA,49832,52935
KS,20,161,"Riley County, Kansas",44437,45612,47893,22517,30675,NA,33958,40444,46142,33583
KS,20,163,"Rooks County, Kansas",43558,43269,.,.,.,.,.,60250,43293,28958
KS,20,165,"Rush County, Kansas",38854,39063,.,.,.,.,.,NA,39271,NA
KS,20,167,"Russell County, Kansas",41102,41858,.,NA,.,.,.,28224,41901,38750
KS,20,169,"Saline County, Kansas",47801,48491,33438,20425,75547,.,45047,39375,49198,31574
KS,20,171,"Scott County, Kansas",51850,51868,.,.,.,.,.,.,52813,NA
KS,20,173,"Sedgwick County, Kansas",50657,53837,29097,42793,53291,95859,38883,41629,55903,36978
KS,20,175,"Seward County, Kansas",47134,47277,36429,72386,57434,.,45542,53438,51467,44024
KS,20,177,"Shawnee County, Kansas",50378,52449,27617,46600,61607,.,38395,45819,53210,40216
KS,20,179,"Sheridan County, Kansas",49750,50406,.,.,.,.,.,.,50938,35673
KS,20,181,"Sherman County, Kansas",39029,39757,.,.,.,.,NA,.,43036,25873
KS,20,183,"Smith County, Kansas",43848,43992,.,.,.,.,.,.,43851,72875
KS,20,185,"Stafford County, Kansas",47377,47905,.,.,.,.,42813,NA,49632,36500
KS,20,187,"Stanton County, Kansas",43780,52500,.,.,.,.,28977,.,54676,32083
KS,20,189,"Stevens County, Kansas",55433,60795,.,42917,.,.,22473,.,62712,41719
KS,20,191,"Sumner County, Kansas",50141,50423,.,NA,2499,.,69013,NA,50559,54241
KS,20,193,"Thomas County, Kansas",48504,49375,.,.,.,.,29028,.,49307,35096
KS,20,195,"Trego County, Kansas",54000,54000,.,.,.,.,.,.,54034,41250
KS,20,197,"Wabaunsee County, Kansas",54688,54555,.,.,.,.,.,72500,54703,48500
KS,20,199,"Wallace County, Kansas",47279,47426,.,.,.,.,.,.,46985,53750
KS,20,201,"Washington County, Kansas",45159,45099,.,.,.,.,86250,33750,45754,31875
KS,20,203,"Wichita County, Kansas",57171,56711,.,.,.,.,36964,68958,59659,38000
KS,20,205,"Wilson County, Kansas",40306,40699,.,31667,114250,.,.,31250,40981,28750
KS,20,207,"Woodson County, Kansas",35787,36019,.,.,.,.,.,NA,36620,NA
KS,20,209,"Wyandotte County, Kansas",40113,44543,30800,32054,32917,NA,38965,29313,48467,35763
KY,21,001,"Adair County, Kentucky",33362,34163,NA,.,.,.,.,19688,34109,NA
KY,21,003,"Allen County, Kentucky",41326,40762,.,.,.,.,.,NA,40895,NA
KY,21,005,"Anderson County, Kentucky",53974,54574,43250,.,.,.,.,70809,54262,NA
KY,21,007,"Ballard County, Kentucky",42244,44026,28250,9583,.,.,.,31635,43866,58375
KY,21,009,"Barren County, Kentucky",38370,38803,23452,NA,163583,.,45577,45385,39007,29718
KY,21,011,"Bath County, Kentucky",33483,33913,21125,.,.,.,.,NA,33945,NA
KY,21,013,"Bell County, Kentucky",22443,22493,17574,.,50227,.,.,26250,22516,NA
KY,21,015,"Boone County, Kentucky",66730,66614,57158,NA,75257,.,47632,78614,67198,43333
KY,21,017,"Bourbon County, Kentucky",45208,46782,26438,.,.,.,42188,NA,47241,42330
KY,21,019,"Boyd County, Kentucky",42319,42632,15484,.,165114,.,.,41689,42454,NA
KY,21,021,"Boyle County, Kentucky",39704,40278,27109,.,NA,.,.,67708,40628,24010
KY,21,023,"Bracken County, Kentucky",36327,36469,.,.,.,.,.,.,36392,NA
KY,21,025,"Breathitt County, Kentucky",25817,25635,.,NA,123750,.,.,NA,25591,.
KY,21,027,"Breckinridge County, Kentucky",43479,44482,16250,.,.,.,.,36827,44416,42031
KY,21,029,"Bullitt County, Kentucky",55975,56590,NA,NA,54286,.,34485,37750,56383,63177
KY,21,031,"Butler County, Kentucky",33536,33086,.,.,.,.,.,.,33964,NA
KY,21,033,"Caldwell County, Kentucky",42537,42894,36324,.,.,.,.,.,42868,.
KY,21,035,"Calloway County, Kentucky",37034,38851,28405,2499,2499,.,.,13854,39227,19406
KY,21,037,"Campbell County, Kentucky",54621,55738,19531,.,92829,.,29722,35443,55927,24258
KY,21,039,"Carlisle County, Kentucky",38829,38934,25357,.,.,.,.,.,38737,82829
KY,21,041,"Carroll County, Kentucky",41439,42291,14891,.,.,.,NA,32159,42606,23077
KY,21,043,"Carter County, Kentucky",36696,36814,.,NA,.,.,.,NA,36986,19178
KY,21,045,"Casey County, Kentucky",32341,32644,26607,.,.,.,.,12212,32764,NA
KY,21,047,"Christian County, Kentucky",39521,42874,26444,22969,55417,.,32679,20701,43663,28214
KY,21,049,"Clark County, Kentucky",47959,48616,27044,.,98438,.,NA,52050,49342,27404
KY,21,051,"Clay County, Kentucky",21549,21444,23625,57500,.,.,.,28194,21417,.
KY,21,053,"Clinton County, Kentucky",28025,28225,.,.,.,.,.,.,28279,16786
KY,21,055,"Crittenden County, Kentucky",35316,35693,14091,.,.,.,.,.,35723,.
KY,21,057,"Cumberland County, Kentucky",32019,32294,21786,.,.,.,.,.,32376,.
KY,21,059,"Daviess County, Kentucky",45989,47450,24767,26250,37083,.,NA,24830,48063,27500
KY,21,061,"Edmonson County, Kentucky",41710,41794,.,.,.,.,.,.,41541,.
KY,21,063,"Elliott County, Kentucky",28224,28257,.,.,.,.,.,.,28107,.
KY,21,065,"Estill County, Kentucky",29770,29778,.,NA,.,.,.,NA,29778,.
KY,21,067,"Fayette County, Kentucky",49778,55636,28366,35234,65154,66190,34505,24442,56627,34907
KY,21,069,"Fleming County, Kentucky",35469,35681,NA,.,.,.,NA,NA,35670,NA
KY,21,071,"Floyd County, Kentucky",30096,30073,NA,53929,250001,.,.,NA,30098,NA
KY,21,073,"Franklin County, Kentucky",47964,50529,38305,.,64569,.,NA,24242,50723,27440
KY,21,075,"Fulton County, Kentucky",28359,33682,15731,.,.,.,.,NA,33938,27250
KY,21,077,"Gallatin County, Kentucky",48370,49114,NA,.,.,.,36417,.,49161,40139
KY,21,079,"Garrard County, Kentucky",44243,44417,30966,.,.,.,.,NA,44531,37206
KY,21,081,"Grant County, Kentucky",44824,44193,.,.,.,.,85089,82778,44199,85060
KY,21,083,"Graves County, Kentucky",39530,41790,16333,NA,.,.,NA,42850,42014,38474
KY,21,085,"Grayson County, Kentucky",35030,35438,.,.,.,.,.,NA,35434,NA
KY,21,087,"Green County, Kentucky",34982,36113,NA,.,.,.,.,.,36113,.
KY,21,089,"Greenup County, Kentucky",45370,45577,NA,.,131136,.,.,19508,45584,71176
KY,21,091,"Hancock County, Kentucky",50476,50420,58594,.,.,.,.,.,50468,NA
KY,21,093,"Hardin County, Kentucky",50765,50156,55642,NA,64167,80822,50757,37986,50055,51656
KY,21,095,"Harlan County, Kentucky",25814,25892,23417,15833,250001,.,6063,27868,25928,NA
KY,21,097,"Harrison County, Kentucky",35681,36803,NA,.,.,.,22176,NA,36723,30259
KY,21,099,"Hart County, Kentucky",34774,35542,20000,.,.,.,.,53036,35274,41806
KY,21,101,"Henderson County, Kentucky",41036,42762,24167,NA,59318,.,46098,NA,42714,36625
KY,21,103,"Henry County, Kentucky",46495,46990,29773,NA,.,.,NA,80179,47364,NA
KY,21,105,"Hickman County, Kentucky",41218,42468,23250,.,.,.,.,.,42468,.
KY,21,107,"Hopkins County, Kentucky",42346,43829,28750,NA,NA,.,103214,NA,43728,51458
KY,21,109,"Jackson County, Kentucky",29826,29925,.,.,.,.,.,.,29970,.
KY,21,111,"Jefferson County, Kentucky",48695,54330,29245,50214,64884,38846,33184,42772,54891,39010
KY,21,113,"Jessamine County, Kentucky",50558,51302,32083,43750,NA,.,25446,NA,51415,30809
KY,21,115,"Johnson County, Kentucky",35570,35482,.,.,111250,.,.,.,35460,2499
KY,21,117,"Kenton County, Kentucky",54296,56285,24928,18688,53750,.,33286,47037,56219,45236
KY,21,119,"Knott County, Kentucky",30411,30757,23333,.,.,.,.,NA,30707,NA
KY,21,121,"Knox County, Kentucky",26599,26499,38750,.,.,.,.,NA,26418,33526
KY,21,123,"Larue County, Kentucky",38578,39216,33631,.,.,.,.,60000,39158,NA
KY,21,125,"Laurel County, Kentucky",36020,35971,NA,26071,60405,.,.,38036,35917,42661
KY,21,127,"Lawrence County, Kentucky",35935,36222,.,.,.,.,.,NA,36065,63224
KY,21,129,"Lee County, Kentucky",22698,22759,.,.,.,.,.,31625,22866,.
KY,21,131,"Leslie County, Kentucky",25872,26399,.,.,.,.,.,.,26399,.
KY,21,133,"Letcher County, Kentucky",30333,30367,.,.,NA,.,.,17386,30277,NA
KY,21,135,"Lewis County, Kentucky",28630,28691,.,.,.,.,.,.,28675,NA
KY,21,137,"Lincoln County, Kentucky",37139,37109,36797,.,.,.,.,NA,36938,125194
KY,21,139,"Livingston County, Kentucky",42171,41909,.,.,.,.,.,NA,41905,.
KY,21,141,"Logan County, Kentucky",38570,40257,18370,.,.,.,NA,35926,40291,NA
KY,21,143,"Lyon County, Kentucky",46931,46921,NA,.,.,.,.,45833,47053,.
KY,21,145,"McCracken County, Kentucky",44067,46536,25146,NA,95455,.,50474,46091,46727,37162
KY,21,147,"McCreary County, Kentucky",19328,19340,.,.,.,.,.,.,19340,.
KY,21,149,"McLean County, Kentucky",40770,41250,53250,.,.,.,.,NA,41515,31250
KY,21,151,"Madison County, Kentucky",42390,43664,20463,NA,47132,.,.,NA,43709,28967
KY,21,153,"Magoffin County, Kentucky",28500,28467,.,.,.,.,.,.,28567,.
KY,21,155,"Marion County, Kentucky",38826,40385,22004,.,56765,.,.,NA,40290,36354
KY,21,157,"Marshall County, Kentucky",45212,45610,.,.,NA,.,.,31450,45648,41932
KY,21,159,"Martin County, Kentucky",25795,25940,.,.,.,.,.,16513,26017,.
KY,21,161,"Mason County, Kentucky",38824,40041,20365,.,.,.,.,NA,40083,NA
KY,21,163,"Meade County, Kentucky",49884,50524,39609,.,NA,.,32250,37202,50233,57383
KY,21,165,"Menifee County, Kentucky",31503,32037,.,.,.,.,.,.,32037,.
KY,21,167,"Mercer County, Kentucky",42083,42638,41429,.,.,.,.,NA,42795,69500
KY,21,169,"Metcalfe County, Kentucky",32294,33458,17292,.,.,.,.,NA,33797,30893
KY,21,171,"Monroe County, Kentucky",31045,30870,39539,.,.,.,NA,25625,30672,31442
KY,21,173,"Montgomery County, Kentucky",39275,39172,29079,.,.,.,.,36094,38987,NA
KY,21,175,"Morgan County, Kentucky",29707,29946,.,.,NA,.,.,24083,29753,.
KY,21,177,"Muhlenberg County, Kentucky",38961,39846,22715,.,.,.,.,32188,39834,.
KY,21,179,"Nelson County, Kentucky",49298,50470,28939,25833,55962,.,.,51411,50768,11462
KY,21,181,"Nicholas County, Kentucky",36097,36763,23750,.,.,.,.,.,36763,.
KY,21,183,"Ohio County, Kentucky",40189,39814,NA,.,.,.,.,48047,39957,44250
KY,21,185,"Oldham County, Kentucky",85452,85894,81250,65690,167344,.,NA,83289,86802,49375
KY,21,187,"Owen County, Kentucky",41934,42342,36574,.,.,.,.,.,42872,35417
KY,21,189,"Owsley County, Kentucky",20985,20618,.,.,.,.,.,.,20618,.
KY,21,191,"Pendleton County, Kentucky",48353,49368,NA,.,.,.,.,20972,49176,93693
KY,21,193,"Perry County, Kentucky",32667,31911,93000,.,.,.,.,61058,31877,.
KY,21,195,"Pike County, Kentucky",33183,32965,41821,.,NA,.,21429,29917,32943,30147
KY,21,197,"Powell County, Kentucky",29736,30476,.,.,.,.,NA,18092,30521,16688
KY,21,199,"Pulaski County, Kentucky",34790,34838,27907,77782,43906,.,.,NA,35019,18510
KY,21,201,"Robertson County, Kentucky",31741,31830,.,.,.,.,.,.,31830,.
KY,21,203,"Rockcastle County, Kentucky",31555,31778,.,NA,.,.,.,NA,31797,.
KY,21,205,"Rowan County, Kentucky",36860,35812,41224,.,.,.,.,NA,35812,.
KY,21,207,"Russell County, Kentucky",30720,30930,41500,.,.,.,NA,33875,30938,NA
KY,21,209,"Scott County, Kentucky",63027,65456,40868,NA,74625,.,27500,76932,65568,34120
KY,21,211,"Shelby County, Kentucky",60324,61765,40270,.,NA,.,41719,44412,63765,28833
KY,21,213,"Simpson County, Kentucky",39679,45173,25527,.,.,.,8750,.,45346,8657
KY,21,215,"Spencer County, Kentucky",63000,63492,91140,.,.,.,.,31094,63800,60577
KY,21,217,"Taylor County, Kentucky",33340,33879,25887,.,NA,.,.,2499,33841,NA
KY,21,219,"Todd County, Kentucky",40497,42892,29779,.,.,.,11927,NA,42598,NA
KY,21,221,"Trigg County, Kentucky",44083,45793,23917,.,.,.,.,.,45476,57692
KY,21,223,"Trimble County, Kentucky",47409,47091,.,.,.,.,.,48977,46992,51810
KY,21,225,"Union County, Kentucky",40120,41385,18750,.,.,.,.,NA,41385,41250
KY,21,227,"Warren County, Kentucky",44911,48292,31564,58558,38750,18718,37596,30125,48709,35335
KY,21,229,"Washington County, Kentucky",40976,42935,34429,.,.,.,.,63113,42991,12222
KY,21,231,"Wayne County, Kentucky",28573,29326,NA,.,.,.,NA,18910,29544,13966
KY,21,233,"Webster County, Kentucky",38917,39085,36806,.,.,.,NA,NA,39190,31528
KY,21,235,"Whitley County, Kentucky",31014,31014,16346,102778,.,.,.,28000,30987,NA
KY,21,237,"Wolfe County, Kentucky",20504,20818,.,.,.,.,.,.,20728,.
KY,21,239,"Woodford County, Kentucky",58750,60568,37000,.,.,.,NA,NA,61222,33803
