State,StateFIPS,CountyFIPS,AreaName,income_001,incomeA_001,incomeB_001,incomeC_001,incomeD_001,incomeE_001,incomeF_001,incomeG_001,incomeH_001,incomeI_001
NE,31,031,"Cherry County, Nebraska",48750,49394,.,21136,.,.,.,41500,49845,NA
NE,31,033,"Cheyenne County, Nebraska",53814,53584,.,.,.,.,.,44375,54056,NA
NE,31,035,"Clay County, Nebraska",51470,51740,.,.,.,.,NA,33750,52483,31875
NE,31,037,"Colfax County, Nebraska",51367,51870,43657,.,.,.,51406,51250,53681,49615
NE,31,039,"Cuming County, Nebraska",50013,50672,.,.,.,.,41372,32083,51909,31750
NE,31,041,"Custer County, Nebraska",46468,46723,.,.,.,.,27917,NA,46978,35208
NE,31,043,"Dakota County, Nebraska",49786,54669,6760,10707,56588,.,45854,60208,55747,45793
NE,31,045,"Dawes County, Nebraska",41038,44259,.,7004,NA,.,.,41765,44954,NA
NE,31,047,"Dawson County, Nebraska",48329,48471,44102,50833,.,.,42404,93000,51019,39250
NE,31,049,"Deuel County, Nebraska",50962,51058,.,39250,.,.,.,NA,52321,31406
NE,31,051,"Dixon County, Nebraska",51223,51168,.,.,.,.,81563,NA,52446,44750
NE,31,053,"Dodge County, Nebraska",49068,49435,.,NA,58375,64023,45341,34004,50823,32939
NE,31,055,"Douglas County, Nebraska",54659,60685,27381,28438,52180,26484,38529,37057,62812,39282
NE,31,057,"Dundy County, Nebraska",42500,42386,.,.,.,.,.,.,46875,38423
NE,31,059,"Fillmore County, Nebraska",52316,52700,.,.,.,.,11442,.,52900,NA
NE,31,061,"Franklin County, Nebraska",45905,46574,.,.,16250,.,.,30417,46343,84063
NE,31,063,"Frontier County, Nebraska",49634,49507,.,.,.,.,.,73250,49572,NA
NE,31,065,"Furnas County, Nebraska",39934,40333,.,.,.,.,.,39531,40542,NA
NE,31,067,"Gage County, Nebraska",50010,49569,.,33563,NA,.,NA,58375,49555,NA
NE,31,069,"Garden County, Nebraska",45845,45845,.,.,.,.,.,.,45845,.
NE,31,071,"Garfield County, Nebraska",43179,43750,.,.,.,.,.,.,43750,.
NE,31,073,"Gosper County, Nebraska",54375,54615,.,.,.,.,.,.,54760,.
NE,31,075,"Grant County, Nebraska",44750,44750,.,.,.,.,.,.,43750,.
NE,31,077,"Greeley County, Nebraska",42904,43125,.,.,.,.,.,.,43088,.
NE,31,079,"Hall County, Nebraska",49252,49560,30368,61055,58167,.,48894,NA,53051,36321
NE,31,081,"Hamilton County, Nebraska",59311,59567,.,33958,.,.,NA,17019,59744,31538
NE,31,083,"Harlan County, Nebraska",46766,46495,.,.,.,.,.,.,46467,34583
NE,31,085,"Hayes County, Nebraska",44500,44450,.,.,.,.,.,.,46250,34375
NE,31,087,"Hitchcock County, Nebraska",39231,39103,.,.,.,.,.,.,39647,.
NE,31,089,"Holt County, Nebraska",46728,46653,.,.,.,.,48750,.,47047,31364
NE,31,091,"Hooker County, Nebraska",37317,37647,.,.,.,.,.,.,37317,62917
NE,31,093,"Howard County, Nebraska",50030,50476,.,.,.,47083,.,33542,50828,26750
NE,31,095,"Jefferson County, Nebraska",43008,43118,.,.,.,.,.,63313,42940,NA
NE,31,097,"Johnson County, Nebraska",45429,46607,.,.,41625,.,NA,.,47692,23167
NE,31,099,"Kearney County, Nebraska",51934,52422,.,.,.,.,.,.,51523,60978
NE,31,101,"Keith County, Nebraska",41781,41710,.,.,.,.,NA,NA,42193,31850
NE,31,103,"Keya Paha County, Nebraska",38625,39250,.,.,.,.,.,.,39250,.
NE,31,105,"Kimball County, Nebraska",40242,39318,.,.,56250,.,.,NA,40544,21705
NE,31,107,"Knox County, Nebraska",45411,48442,.,30742,53750,.,.,32344,48632,47656
NE,31,109,"Lancaster County, Nebraska",51830,54189,30184,26154,40354,NA,37996,33903,54970,35569
NE,31,111,"Lincoln County, Nebraska",50194,50618,NA,2499,46121,.,57500,24879,52284,34636
NE,31,113,"Logan County, Nebraska",48281,48438,.,.,.,.,.,50625,48906,.
NE,31,115,"Loup County, Nebraska",55417,55104,.,.,.,.,.,.,55104,.
NE,31,117,"McPherson County, Nebraska",54306,54306,.,.,.,.,.,.,54583,.
NE,31,119,"Madison County, Nebraska",50218,50463,NA,16000,230857,.,49063,33870,51486,40474
NE,31,121,"Merrick County, Nebraska",51012,50826,.,.,.,.,NA,51206,51085,40556
NE,31,123,"Morrill County, Nebraska",45910,45972,.,.,.,.,42250,.,47346,30192
NE,31,125,"Nance County, Nebraska",42500,42500,.,.,.,.,.,.,42500,NA
NE,31,127,"Nemaha County, Nebraska",49656,50386,23077,.,.,.,.,NA,50523,NA
NE,31,129,"Nuckolls County, Nebraska",40488,41555,.,.,.,.,.,.,41921,NA
NE,31,131,"Otoe County, Nebraska",50275,50725,.,33152,.,.,41574,NA,51933,40054
NE,31,133,"Pawnee County, Nebraska",41161,41369,.,.,.,.,.,18750,41369,46250
NE,31,135,"Perkins County, Nebraska",55893,55774,.,.,.,.,.,67188,57202,34000
NE,31,137,"Phelps County, Nebraska",50404,50640,.,.,.,.,.,.,51347,34492
NE,31,139,"Pierce County, Nebraska",54482,54447,.,.,.,.,.,54464,54579,NA
NE,31,141,"Platte County, Nebraska",56318,56916,.,.,.,.,67601,NA,58030,46053
NE,31,143,"Polk County, Nebraska",57312,57568,.,.,.,.,53750,63889,58568,38750
NE,31,145,"Red Willow County, Nebraska",42931,43472,.,.,.,.,.,.,43014,53875
NE,31,147,"Richardson County, Nebraska",42750,45697,.,NA,.,.,.,NA,45776,21188
NE,31,149,"Rock County, Nebraska",48456,48854,.,.,.,.,.,NA,48854,.
NE,31,151,"Saline County, Nebraska",51738,51875,.,.,62917,.,41750,NA,54094,41667
NE,31,153,"Sarpy County, Nebraska",70543,71796,58210,NA,70507,NA,57071,51141,72795,56464
NE,31,155,"Saunders County, Nebraska",60854,60988,.,NA,NA,.,40357,NA,61151,41071
NE,31,157,"Scotts Bluff County, Nebraska",45992,46575,NA,NA,47143,.,34444,38988,48414,34688
NE,31,159,"Seward County, Nebraska",59662,60210,.,.,51250,.,34886,39375,59945,46806
NE,31,161,"Sheridan County, Nebraska",41985,42014,.,26500,.,.,.,60167,42025,.
NE,31,163,"Sherman County, Nebraska",46366,46220,.,.,.,.,.,.,46186,60938
NE,31,165,"Sioux County, Nebraska",41215,40799,.,.,.,.,.,.,40972,NA
NE,31,167,"Stanton County, Nebraska",53416,53198,.,.,.,.,.,.,53299,60455
NE,31,169,"Thayer County, Nebraska",45741,45998,.,.,.,.,.,NA,45826,.
NE,31,171,"Thomas County, Nebraska",51000,50600,.,.,.,.,.,NA,50700,.
NE,31,173,"Thurston County, Nebraska",41266,53125,.,32536,NA,.,.,19545,54323,24167
NE,31,175,"Valley County, Nebraska",44612,45147,.,.,.,.,.,.,45147,.
NE,31,177,"Washington County, Nebraska",65370,65621,.,.,.,.,.,NA,65679,39679
NE,31,179,"Wayne County, Nebraska",54159,59769,12276,.,.,.,91932,.,60551,NA
NE,31,181,"Webster County, Nebraska",40256,40577,.,.,.,.,NA,56071,41058,35139
NE,31,183,"Wheeler County, Nebraska",46394,46394,.,.,.,.,.,.,46394,.
NE,31,185,"York County, Nebraska",51802,52662,.,.,.,.,17270,33984,52373,NA
NH,33,001,"Belknap County, New Hampshire",62159,62336,100972,NA,NA,.,.,68750,62331,65132
NH,33,003,"Carroll County, New Hampshire",53306,53364,NA,70368,NA,.,NA,47371,53316,52266
NH,33,005,"Cheshire County, New Hampshire",57782,57817,NA,20000,65000,.,28750,35938,57887,31458
NH,33,007,"Coos County, New Hampshire",42312,42417,.,51250,.,.,.,NA,42643,23021
NH,33,009,"Grafton County, New Hampshire",55762,56169,NA,47734,62976,158083,NA,36944,56572,NA
NH,33,011,"Hillsborough County, New Hampshire",71244,71644,47284,32417,100375,.,41517,48750,72670,42753
NH,33,013,"Merrimack County, New Hampshire",65983,66113,53750,29196,70606,.,NA,61389,65853,83512
NH,33,015,"Rockingham County, New Hampshire",81198,81718,74453,57016,83531,.,42332,52727,81889,70223
NH,33,017,"Strafford County, New Hampshire",60711,61054,37063,28980,58287,.,NA,56900,61096,58080
NH,33,019,"Sullivan County, New Hampshire",56032,56113,101563,50912,80640,.,.,45476,55950,75294
NJ,34,001,"Atlantic County, New Jersey",54461,60848,33060,NA,54271,.,42486,47917,63829,41392
NJ,34,003,"Bergen County, New Jersey",85806,88041,66075,41925,96776,105114,60206,74935,91579,63194
NJ,34,005,"Burlington County, New Jersey",78621,81262,65759,66944,106429,151384,60841,62895,81696,66202
NJ,34,007,"Camden County, New Jersey",62185,71426,41664,30750,77749,NA,35207,52058,73140,37766
NJ,34,009,"Cape May County, New Jersey",57637,58911,39439,70313,NA,.,33616,28971,59746,37813
NJ,34,011,"Cumberland County, New Jersey",49984,54392,41547,40625,52778,.,39237,45788,57713,38793
NJ,34,013,"Essex County, New Jersey",53976,80333,37254,32631,105597,33750,36937,45337,91676,41603
NJ,34,015,"Gloucester County, New Jersey",76727,80139,57980,46427,105435,.,40634,52716,80499,51147
NJ,34,017,"Hudson County, New Jersey",59741,61384,42537,42708,94360,45673,42652,56765,78830,42715
NJ,34,019,"Hunterdon County, New Jersey",105444,106046,88047,.,128611,.,47127,102132,107332,61058
NJ,34,021,"Mercer County, New Jersey",72804,82536,42170,26384,130621,.,51055,66020,89843,46585
NJ,34,023,"Middlesex County, New Jersey",79593,73145,64822,66713,111242,NA,58838,75179,79241,54324
NJ,34,025,"Monmouth County, New Jersey",85242,89948,44668,28346,117334,NA,45666,57260,91552,54291
NJ,34,027,"Morris County, New Jersey",100214,100722,77681,73750,121340,.,61882,94156,102491,67771
NJ,34,029,"Ocean County, New Jersey",61994,62147,53237,25474,90000,2499,47839,60530,62242,54902
NJ,34,031,"Passaic County, New Jersey",59739,72024,33682,51691,94406,.,33978,40066,81629,40260
NJ,34,033,"Salem County, New Jersey",61831,67079,32740,22083,82500,.,35823,41705,68078,46838
NJ,34,035,"Somerset County, New Jersey",100667,99241,76791,45729,141242,.,66543,102273,102614,70111
NJ,34,037,"Sussex County, New Jersey",86565,85990,95813,110469,116856,.,75221,94242,86297,77520
NJ,34,039,"Union County, New Jersey",69594,81376,53858,25652,114138,168194,45344,65724,91553,50100
NJ,34,041,"Warren County, New Jersey",70471,71885,71548,30409,62639,.,54418,58919,72601,51948
NM,35,001,"Bernalillo County, New Mexico",47725,51836,32761,32872,60831,65000,33613,38497,57666,38967
NM,35,003,"Catron County, New Mexico",42973,43092,.,.,.,.,.,.,44112,27132
NM,35,005,"Chaves County, New Mexico",40630,42455,30256,35536,58799,.,33246,26375,48893,34665
NM,35,006,"Cibola County, New Mexico",34565,42707,45893,27478,NA,.,27145,31766,45234,35616
NM,35,007,"Colfax County, New Mexico",32380,35025,.,4558,.,.,23239,31111,37625,28608
NM,35,009,"Curry County, New Mexico",41084,46239,29976,30000,38988,NA,30974,58750,49944,31586
NM,35,011,"De Baca County, New Mexico",32500,36528,.,.,.,.,26964,.,41000,25577
NM,35,013,"Doña Ana County, New Mexico",38853,39110,50718,33913,41006,.,31484,42330,53142,30930
NM,35,015,"Eddy County, New Mexico",56618,57248,61544,70714,97554,.,44191,56719,61607,47952
NM,35,017,"Grant County, New Mexico",38311,38832,NA,15161,.,.,38802,29830,42190,31556
NM,35,019,"Guadalupe County, New Mexico",30772,31745,5250,36250,.,.,18594,NA,31544,30980
NM,35,021,"Harding County, New Mexico",33393,34107,.,.,.,.,21250,NA,33750,33500
NM,35,023,"Hidalgo County, New Mexico",34444,35714,.,.,.,.,31058,26000,40906,31698
NM,35,025,"Lea County, New Mexico",57533,59273,40060,70724,NA,.,46976,65500,65817,51966
NM,35,027,"Lincoln County, New Mexico",40708,42235,.,40426,.,.,27529,NA,46081,28870
NM,35,028,"Los Alamos County, New Mexico",101934,102965,NA,135089,100357,.,76125,171818,107383,44844
NM,35,029,"Luna County, New Mexico",27476,27561,NA,NA,.,.,38043,76250,29726,25568
NM,35,031,"McKinley County, New Mexico",28772,50612,NA,23695,57917,23333,45590,33681,60716,39288
NM,35,033,"Mora County, New Mexico",23822,26563,.,.,.,.,18344,.,NA,23132
NM,35,035,"Otero County, New Mexico",39775,42728,36168,28958,37986,.,25788,45833,46866,25018
NM,35,037,"Quay County, New Mexico",29113,29677,19000,NA,.,.,33088,NA,32193,27298
NM,35,039,"Rio Arriba County, New Mexico",36098,35374,38750,32195,71169,.,40058,32000,32575,37923
NM,35,041,"Roosevelt County, New Mexico",35546,36484,18417,NA,.,.,34571,NA,38974,29611
NM,35,043,"Sandoval County, New Mexico",58982,61358,71012,39332,66307,.,49938,53971,62631,56246
NM,35,045,"San Juan County, New Mexico",48671,55802,NA,34862,56500,.,61507,44500,58433,48734
NM,35,047,"San Miguel County, New Mexico",29237,36446,NA,NA,.,.,21474,33750,33838,28367
NM,35,049,"Santa Fe County, New Mexico",54315,56387,47440,42159,59716,NA,39505,51892,63097,43876
NM,35,051,"Sierra County, New Mexico",29356,30806,.,27105,.,.,25734,19118,31719,28273
NM,35,053,"Socorro County, New Mexico",34037,34868,.,16319,122083,.,28500,21146,43990,28714
NM,35,055,"Taos County, New Mexico",36582,40359,.,31632,NA,.,23295,43207,41127,31585
NM,35,057,"Torrance County, New Mexico",32083,32880,NA,9323,.,.,27250,25556,35067,31069
NM,35,059,"Union County, New Mexico",36070,36726,.,NA,.,.,33906,.,39970,28889
NM,35,061,"Valencia County, New Mexico",41703,43699,43244,42500,72625,.,32522,48813,48463,34760
NV,32,001,"Churchill County, Nevada",47415,48172,50057,55250,45417,.,31315,40643,48956,35568
NV,32,003,"Clark County, Nevada",51575,54767,37604,44759,60857,45919,42144,51061,57637,43244
NV,32,005,"Douglas County, Nevada",58535,59891,61083,26950,48553,48958,50353,53667,61956,40714
NV,32,007,"Elko County, Nevada",71799,73428,NA,43472,55714,NA,66136,60000,78945,50925
NV,32,009,"Esmeralda County, Nevada",39271,42125,.,.,.,.,NA,.,43250,NA
NV,32,011,"Eureka County, Nevada",60250,60667,.,.,.,.,.,.,61000,.
NV,32,013,"Humboldt County, Nevada",65212,65508,NA,NA,.,.,84545,100764,65874,65828
NV,32,015,"Lander County, Nevada",78190,79138,.,NA,.,.,.,.,74302,89750
NV,32,017,"Lincoln County, Nevada",44866,44717,.,45260,.,.,.,.,44792,NA
NV,32,019,"Lyon County, Nevada",47255,47817,66607,45747,47794,.,37411,47321,49032,40012
NV,32,021,"Mineral County, Nevada",38923,48143,NA,30167,NA,.,NA,37411,46071,64554
NV,32,023,"Nye County, Nevada",41712,42575,42656,21250,NA,NA,34253,19826,42888,35327
NV,32,027,"Pershing County, Nevada",45230,46528,.,NA,.,.,NA,NA,48016,41071
NV,32,029,"Storey County, Nevada",64832,66161,.,18438,.,.,.,.,64771,NA
NV,32,031,"Washoe County, Nevada",52870,54480,30773,42183,56760,43088,41777,42800,57434,41422
NV,32,033,"White Pine County, Nevada",57122,58096,.,52548,.,.,NA,83333,56750,68333
NV,32,510,"Carson City, Nevada",47668,47882,93036,30708,74458,.,38776,36141,47918,43972
NY,36,001,"Albany County, New York",59887,65120,32328,32083,60174,.,24613,43125,66070,32917
NY,36,003,"Allegany County, New York",42776,43010,40625,31313,29250,.,60250,28571,43125,18333
NY,36,005,"Bronx County, New York",34299,41539,36712,29889,47819,29052,27743,35373,56101,27906
NY,36,007,"Broome County, New York",46261,48347,21355,26042,38906,.,23390,23924,48628,25137
NY,36,009,"Cattaraugus County, New York",42601,43225,58194,30379,49688,.,28125,23681,43280,37292
NY,36,011,"Cayuga County, New York",52082,52488,50000,37000,48304,.,NA,32813,52453,41250
NY,36,013,"Chautauqua County, New York",42993,43717,20513,14083,25781,.,22308,31719,44632,23974
NY,36,015,"Chemung County, New York",50320,51240,23077,28788,84438,.,73281,37895,51561,25938
NY,36,017,"Chenango County, New York",45668,45701,NA,NA,82813,.,51029,38333,45565,51471
NY,36,019,"Clinton County, New York",49930,50548,40231,NA,33333,.,33352,20563,50612,27059
NY,36,021,"Columbia County, New York",59105,61370,31579,NA,43472,.,36029,28125,61672,36652
NY,36,023,"Cortland County, New York",49514,50037,22375,.,NA,.,43795,NA,50235,40968
NY,36,025,"Delaware County, New York",43720,43757,NA,NA,34323,.,56250,51111,43848,39542
NY,36,027,"Dutchess County, New York",71904,74963,44829,31979,100797,.,47358,56513,75731,53392
NY,36,029,"Erie County, New York",51247,57499,25819,31056,46587,55938,22343,32175,57955,26909
NY,36,031,"Essex County, New York",52758,52982,2499,17917,41250,.,NA,37917,52957,NA
NY,36,033,"Franklin County, New York",47923,48314,NA,34674,NA,.,.,51250,48328,110652
NY,36,035,"Fulton County, New York",46969,47583,NA,48696,42167,.,15449,37250,47604,NA
NY,36,037,"Genesee County, New York",50880,52032,14661,35859,NA,.,32192,72806,52158,31962
NY,36,039,"Greene County, New York",50278,50700,38516,65625,93851,.,68750,NA,50848,38152
NY,36,041,"Hamilton County, New York",48243,48885,.,.,.,.,.,.,48784,NA
NY,36,043,"Herkimer County, New York",46229,46545,NA,38000,NA,.,NA,27841,46747,NA
NY,36,045,"Jefferson County, New York",49505,50171,48918,44192,52813,63333,38214,32736,50428,40511
NY,36,047,"Kings County, New York",48201,58330,41053,28333,50761,NA,34294,52483,62673,36466
NY,36,049,"Lewis County, New York",49819,50447,23690,NA,62500,.,75956,9402,50649,45795
NY,36,051,"Livingston County, New York",51734,52317,19174,44167,NA,.,NA,50586,52733,26116
NY,36,053,"Madison County, New York",54145,54261,NA,36442,81806,.,73063,87917,54277,49779
NY,36,055,"Monroe County, New York",52553,59131,26950,23293,54429,28984,27113,39589,60665,29340
NY,36,057,"Montgomery County, New York",43764,45668,37534,57917,30982,.,24802,45500,46130,24149
NY,36,059,"Nassau County, New York",99465,103536,82121,41648,118893,NA,60568,72196,105036,72728
NY,36,061,"New York County, New York",72871,100221,32787,31056,70702,NA,31332,51192,107978,33044
NY,36,063,"Niagara County, New York",49449,52411,24420,33529,37708,NA,NA,31094,52775,30986
NY,36,065,"Oneida County, New York",48246,50770,25648,16204,36607,.,21587,18873,51240,21486
NY,36,067,"Onondaga County, New York",55092,60251,28516,42207,44679,NA,20397,37102,60519,34088
NY,36,069,"Ontario County, New York",57416,58530,29933,45673,NA,.,29539,37422,58925,32500
NY,36,071,"Orange County, New York",70848,74883,61972,75568,105750,80658,50946,51556,74973,59298
NY,36,073,"Orleans County, New York",46359,46709,35764,71136,NA,.,20292,NA,46739,29167
NY,36,075,"Oswego County, New York",47860,48307,NA,NA,47969,.,NA,31534,48332,33371
NY,36,077,"Otsego County, New York",48588,48730,NA,55417,71346,.,51528,46964,48750,50625
NY,36,079,"Putnam County, New York",96148,97347,85257,55072,125685,.,62159,80261,97986,81429
NY,36,081,"Queens County, New York",57720,60915,59062,48106,56151,42574,48447,60936,65224,50585
NY,36,083,"Rensselaer County, New York",60709,63032,26620,NA,48438,.,NA,60909,63446,40425
NY,36,085,"Richmond County, New York",73197,78239,46455,56125,72381,.,42817,59792,80807,56238
NY,36,087,"Rockland County, New York",84855,87250,74939,69390,112984,.,52301,80256,88545,58658
NY,36,089,"St. Lawrence County, New York",44705,44857,68259,NA,43681,.,NA,29375,44819,51827
NY,36,091,"Saratoga County, New York",71496,71257,55250,NA,100134,.,85456,61607,71253,71563
NY,36,093,"Schenectady County, New York",58114,62266,27507,48182,63698,.,43953,39786,63171,28836
NY,36,095,"Schoharie County, New York",51195,50889,NA,.,87891,.,85625,NA,50579,58750
NY,36,097,"Schuyler County, New York",47680,47897,NA,42125,.,.,.,45833,47740,52925
NY,36,099,"Seneca County, New York",49292,50237,21329,58472,NA,.,NA,NA,50694,22685
NY,36,101,"Steuben County, New York",47280,47089,37656,48214,97540,.,NA,29853,47078,48036
NY,36,103,"Suffolk County, New York",88663,91451,69805,53750,96420,NA,62569,75299,92769,74070
NY,36,105,"Sullivan County, New York",50710,52599,30252,60313,75125,.,39235,29476,53657,39007
NY,36,107,"Tioga County, New York",57514,57954,65313,NA,NA,.,NA,NA,57861,53667
NY,36,109,"Tompkins County, New York",52624,57433,26136,33264,24722,.,60536,31343,58284,31069
NY,36,111,"Ulster County, New York",58918,60842,35326,35050,54333,.,36559,44926,61563,42773
NY,36,113,"Warren County, New York",56798,57422,26500,43750,65313,.,51528,39750,57476,50515
NY,36,115,"Washington County, New York",51143,51109,NA,39063,51250,.,40913,65753,51399,28375
NY,36,117,"Wayne County, New York",50798,51394,26912,NA,58750,.,49432,60417,51554,46083
NY,36,119,"Westchester County, New York",83958,98072,52543,53778,119372,56692,47895,75711,105398,52738
NY,36,121,"Wyoming County, New York",52564,52655,.,80893,NA,.,.,38077,52664,60481
NY,36,123,"Yates County, New York",49510,49971,45967,.,.,.,.,31500,49819,64000
OH,39,001,"Adams County, Ohio",35560,36101,.,15104,.,.,.,NA,36200,14188
OH,39,003,"Allen County, Ohio",44103,47434,22473,41458,79563,.,61111,35985,47669,40595
OH,39,005,"Ashland County, Ohio",48003,48293,NA,NA,NA,.,42917,NA,48288,49722
OH,39,007,"Ashtabula County, Ohio",40544,41424,25797,18155,77784,.,NA,19205,41601,30833
OH,39,009,"Athens County, Ohio",33872,34650,NA,NA,19583,.,41771,16250,34576,NA
OH,39,011,"Auglaize County, Ohio",54274,54571,NA,NA,NA,.,NA,41667,54612,29879
OH,39,013,"Belmont County, Ohio",43833,44091,39796,38333,NA,.,50703,NA,44130,39087
OH,39,015,"Brown County, Ohio",45568,45251,26615,.,9323,.,.,56711,45212,59896
OH,39,017,"Butler County, Ohio",57540,59769,39487,36496,74183,NA,34583,44745,60278,38868
OH,39,019,"Carroll County, Ohio",47075,47532,NA,.,NA,.,46066,32143,47150,49205
OH,39,021,"Champaign County, Ohio",50974,51301,35905,45875,.,.,NA,29500,51316,30333
OH,39,023,"Clark County, Ohio",43625,45869,27147,31300,72000,.,30951,25766,46092,31310
OH,39,025,"Clermont County, Ohio",60805,61086,52860,59833,91012,.,52321,41806,61105,51955
OH,39,027,"Clinton County, Ohio",46787,47082,35714,.,71316,.,.,NA,47091,NA
OH,39,029,"Columbiana County, Ohio",44497,44474,24896,.,71087,.,58824,76413,44598,37917
OH,39,031,"Coshocton County, Ohio",41701,41814,NA,.,NA,.,.,36648,41651,75804
OH,39,033,"Crawford County, Ohio",40795,40932,NA,.,NA,.,NA,NA,40999,37727
OH,39,035,"Cuyahoga County, Ohio",44190,54296,26595,32750,64478,NA,31197,34907,55125,33026
OH,39,037,"Darke County, Ohio",44632,44957,NA,NA,NA,.,32917,35938,45037,34301
OH,39,039,"Defiance County, Ohio",50663,51628,31750,26771,.,.,48073,27813,51641,43846
OH,39,041,"Delaware County, Ohio",91955,91973,67478,91313,120546,NA,40781,79333,91999,82313
OH,39,043,"Erie County, Ohio",48011,50871,28489,NA,47841,.,31591,43162,51297,43179
OH,39,045,"Fairfield County, Ohio",60567,60323,67900,83784,71591,.,93902,34485,60653,46855
OH,39,047,"Fayette County, Ohio",40503,40701,37200,.,82500,.,NA,33563,40794,31813
OH,39,049,"Franklin County, Ohio",52341,59586,32571,22340,68486,NA,36770,38839,60323,37220
OH,39,051,"Fulton County, Ohio",55120,56044,NA,51667,61932,.,32695,23972,55938,43864
OH,39,053,"Gallia County, Ohio",37319,37946,19375,39875,NA,.,.,25368,37835,NA
OH,39,055,"Geauga County, Ohio",72430,72865,57235,.,107895,.,51622,55875,73248,52910
OH,39,057,"Greene County, Ohio",60113,61720,37255,80357,66706,.,43958,34893,61696,55721
OH,39,059,"Guernsey County, Ohio",40930,41395,17222,.,NA,.,.,16746,41582,29231
OH,39,061,"Hamilton County, Ohio",49013,60687,25901,22138,63347,NA,29500,36586,60945,40458
OH,39,063,"Hancock County, Ohio",50895,51183,NA,.,59722,.,35938,41090,51202,41724
OH,39,065,"Hardin County, Ohio",42703,43034,NA,.,60469,.,.,NA,43390,31757
OH,39,067,"Harrison County, Ohio",43173,43177,32604,NA,.,.,.,NA,43144,82344
OH,39,069,"Henry County, Ohio",53835,54239,10972,NA,91250,.,26466,61500,54381,37955
OH,39,071,"Highland County, Ohio",39858,40181,23098,.,NA,.,.,40268,40243,NA
OH,39,073,"Hocking County, Ohio",42170,42083,NA,.,107667,.,.,57568,41935,.
OH,39,075,"Holmes County, Ohio",51996,52297,.,.,NA,.,.,36531,52546,34613
OH,39,077,"Huron County, Ohio",48745,49245,26948,40625,NA,.,NA,41635,50021,33578
OH,39,079,"Jackson County, Ohio",39460,40088,NA,.,.,.,.,14511,40196,NA
